audio_file,Coherence,Musicality,Memorability,Clarity,Naturalness
238.mp3,1.4959,1.7581,1.515,1.6743,1.7344
22.mp3,2.4436,1.6788,1.9768,1.7935,2.2424
1684.mp3,4.567,4.7087,4.8331,4.7124,4.7286
1996.mp3,4.3243,4.1069,4.3,4.0277,4.0225
117.mp3,1.8051,1.4632,1.8825,1.4599,1.9116
2299.mp3,4.5368,4.5304,4.5102,4.5173,4.2198
790.mp3,2.927,2.242,2.0446,2.2956,2.719
2237.mp3,2.2146,1.9951,1.9735,2.0783,1.9983
1470.mp3,4.2383,3.7759,3.9774,4.0162,3.9898
2330.mp3,3.0244,2.96,3.0217,2.7444,2.5258
1356.mp3,4.0277,4.2331,4.2179,4.0217,4.2493
1808.mp3,2.7754,2.8544,2.5382,3.1387,2.548
277.mp3,3.8524,3.6147,3.8221,3.6682,3.6167
931.mp3,4.2374,4.2568,4.1809,4.4503,4.3995
1237.mp3,3.7804,3.1869,3.5585,3.4967,3.5746
859.mp3,1.5036,1.5308,1.4872,1.2913,1.5217
446.mp3,4.7208,4.2639,4.711,4.7085,4.2585
288.mp3,1.727,1.645,1.7674,1.352,1.358
1537.mp3,1.7372,1.7262,1.5016,1.5422,1.5068
569.mp3,3.9557,3.7783,4.4531,3.9912,4.2684
1405.mp3,4.6015,4.4839,4.6381,4.397,4.3368
1225.mp3,2.4726,2.5276,2.6662,2.5166,2.4154
1902.mp3,4.259,3.8434,4.2168,3.7578,4.0267
1592.mp3,4.8132,4.4998,4.6959,4.5077,4.5138
2025.mp3,3.0769,3.0674,3.1089,2.8881,2.8775
151.mp3,3.0257,1.3169,1.8851,2.0328,1.4091
284.mp3,1.2977,1.2242,1.1755,1.3166,1.1844
2113.mp3,1.2488,1.2185,1.2341,1.2395,1.2681
934.mp3,4.2723,4.2608,4.491,4.4806,4.4537
1142.mp3,3.8842,3.4301,3.3977,3.3666,3.3953
523.mp3,2.426,1.8063,2.5276,2.575,2.0387
348.mp3,3.7856,3.5397,2.8688,3.2646,3.5762
483.mp3,4.745,4.7248,4.8513,4.7146,4.721
2349.mp3,1.816,1.8577,1.8806,1.8889,1.8765
2127.mp3,1.6032,1.4204,1.4074,1.452,1.4622
1141.mp3,1.7096,1.6949,1.461,1.4804,1.7082
1341.mp3,2.862,2.5086,2.5179,2.8441,2.4678
2253.mp3,4.7536,4.7338,4.857,4.5645,4.3247
72.mp3,3.4502,3.7185,4.0173,3.6339,3.696
1597.mp3,4.2572,3.8873,4.261,3.8561,3.8006
83.mp3,4.2309,4.2814,4.075,4.3477,3.8278
1192.mp3,2.4346,2.271,2.4406,2.4613,2.4859
367.mp3,3.1143,3.3678,3.3609,3.2461,2.9869
514.mp3,2.7246,2.4384,2.8922,2.4881,2.246
1650.mp3,4.2432,4.0339,3.9555,3.7656,3.7811
1715.mp3,4.5287,4.1049,4.5065,4.5133,4.2653
1310.mp3,1.7325,1.795,1.309,1.3167,1.5413
1752.mp3,4.2976,4.0951,4.2926,3.8301,4.2988
307.mp3,3.8581,3.6162,2.9848,3.5666,3.3017
408.mp3,3.2904,2.6086,2.6088,2.8897,2.8488
482.mp3,2.2755,2.0518,2.6086,2.0725,2.2871
1039.mp3,3.8963,3.762,3.8728,3.724,3.9778
1803.mp3,4.6059,4.4658,4.4895,4.4898,4.4351
2169.mp3,4.4939,4.0185,4.2136,3.9119,3.7031
1120.mp3,3.3313,2.9404,3.1325,3.1157,3.1828
1500.mp3,4.2523,3.4667,3.9669,4.2263,3.7412
1169.mp3,1.4771,1.2851,1.2688,1.2851,1.5077
413.mp3,2.5506,2.838,2.5453,2.3596,2.3132
2013.mp3,2.841,2.4888,2.0555,2.0904,2.1031
5.mp3,2.2714,1.7175,1.9608,1.85,3.1428
1402.mp3,4.5059,4.6846,4.4821,4.502,4.2796
2148.mp3,2.218,1.7732,1.7619,2.038,1.7752
1772.mp3,4.541,4.0676,4.2641,4.2615,3.7793
1750.mp3,2.7744,2.1764,2.3867,2.48,2.2311
132.mp3,3.1738,3.0504,2.8151,2.463,3.5041
449.mp3,3.6527,3.2222,3.3249,2.9579,2.992
1959.mp3,4.6725,3.8531,4.4914,3.5755,3.6423
1923.mp3,2.5095,2.5789,2.2644,2.0487,2.2962
1800.mp3,1.9488,1.7487,1.7266,1.7545,1.7543
1266.mp3,4.531,4.0461,4.4804,4.0889,4.6777
445.mp3,4.2192,3.8434,3.9714,3.5249,4.0192
2030.mp3,2.5085,1.5615,1.5198,1.7891,1.7774
1989.mp3,1.7528,1.5421,1.5072,1.8244,1.5359
1269.mp3,2.227,1.7897,1.79,1.5601,1.821
1247.mp3,4.7091,4.6872,4.6915,4.2751,4.6696
1041.mp3,2.196,2.0597,2.4394,1.7953,2.0624
968.mp3,4.5108,4.5034,4.6589,4.5207,4.5014
907.mp3,2.7108,2.448,2.8581,2.9116,2.9352
448.mp3,3.556,3.0943,3.759,3.1655,3.3638
1581.mp3,4.6505,4.4645,4.6006,4.4574,4.3514
1342.mp3,3.9607,3.6033,3.8642,3.6694,3.4585
1343.mp3,2.1643,1.7749,1.2965,1.3232,1.7892
1758.mp3,4.7091,4.0493,4.4836,4.2901,4.0176
1818.mp3,3.1004,2.9282,3.1236,2.9579,2.5872
1974.mp3,2.4623,2.3733,2.2323,2.3009,2.0855
996.mp3,3.7795,3.7893,3.7406,3.791,3.9903
2296.mp3,2.1274,1.9993,1.9852,2.0615,2.0214
60.mp3,2.129,1.5424,1.5257,2.2229,2.3005
1955.mp3,1.666,1.7098,1.6324,1.7172,1.5277
21.mp3,2.0321,1.6721,1.6564,1.9794,1.7217
1899.mp3,2.1729,2.2817,2.1455,2.2714,2.0393
2097.mp3,4.2758,4.0773,4.2735,3.8842,3.8684
675.mp3,2.2825,1.8029,2.0407,1.8125,2.312
896.mp3,3.0516,2.8094,2.894,2.7937,2.6683
943.mp3,3.9329,3.63,3.8208,3.559,3.6593
1901.mp3,4.2999,4.3414,4.0427,4.0174,3.7866
1661.mp3,1.7566,1.5444,1.5011,1.5412,1.5281
1181.mp3,4.5076,4.4879,4.6689,4.2424,4.2407
1294.mp3,4.5006,3.7953,4.1699,3.9748,4.2823
1511.mp3,4.5253,4.1055,4.5385,4.0789,3.7496
699.mp3,4.5323,4.2637,4.273,4.0624,4.2741
2333.mp3,4.3389,4.5381,4.706,4.7123,4.2522
1879.mp3,4.8976,4.8531,4.8785,4.851,4.5424
582.mp3,2.7995,2.0679,2.0466,1.8421,1.6071
1521.mp3,1.7728,2.1641,1.7734,1.8029,1.8131
1857.mp3,1.9197,2.0005,1.7708,1.529,1.7514
1454.mp3,4.0283,3.574,4.0484,4.2366,3.6211
708.mp3,1.9586,1.5339,1.532,1.7811,1.7882
2014.mp3,1.7657,1.8512,1.8213,1.8238,1.8005
1704.mp3,4.8468,4.3278,4.5297,4.7171,4.3227
1179.mp3,4.5271,4.2931,4.5176,4.0483,4.5002
2396.mp3,4.4996,4.4745,4.6515,4.4592,4.4753
2099.mp3,1.9342,1.516,1.4821,1.5119,1.3125
2380.mp3,4.0338,3.3527,3.5281,3.5905,3.6246
435.mp3,3.0082,2.7992,3.2166,2.963,2.8072
221.mp3,1.3734,1.2318,1.2245,1.2277,1.2989
1222.mp3,4.043,3.4753,3.9418,3.7423,3.6925
175.mp3,3.3799,3.0881,3.0136,3.5837,3.208
520.mp3,4.2512,4.2623,4.6647,4.4859,3.987
309.mp3,4.0707,3.7726,3.4284,3.6914,3.6848
368.mp3,2.9378,2.8581,3.2242,3.2967,3.0471
54.mp3,4.3059,3.9528,4.5867,4.5939,4.0488
1840.mp3,3.5057,3.6533,3.5499,3.5744,3.3748
1401.mp3,4.5178,4.5145,4.255,4.3009,3.9452
1418.mp3,4.1267,3.9177,3.8927,3.8666,3.8495
543.mp3,3.9674,4.0255,3.9432,3.4736,3.7701
1215.mp3,3.7804,3.562,4.0246,3.5747,3.8344
844.mp3,3.237,2.4917,3.0497,2.8737,2.5709
1957.mp3,4.3176,4.0345,4.047,4.0741,4.1819
2210.mp3,2.2621,2.0819,1.7581,2.0631,1.7747
1883.mp3,3.4907,2.9874,3.2279,2.8235,2.9375
748.mp3,3.3109,2.9504,3.0756,3.0517,2.8769
2080.mp3,3.2896,2.7916,3.0076,2.8068,2.4984
481.mp3,1.4993,1.5124,1.5105,1.7539,1.5047
2154.mp3,4.7887,4.8521,4.8856,4.7592,4.7353
838.mp3,4.7043,4.4931,4.4991,4.4698,4.698
1625.mp3,1.4502,1.4691,1.4656,1.4811,1.5026
2390.mp3,1.9279,1.7165,1.7215,1.7574,1.7379
1260.mp3,3.5093,2.8021,3.4745,3.2859,3.0137
2320.mp3,4.8842,4.8685,4.892,4.7826,4.743
1204.mp3,3.413,3.1532,3.3156,3.4014,3.0726
786.mp3,3.4537,3.1548,3.0332,3.0603,2.8866
121.mp3,3.2677,2.8503,3.059,3.0946,3.2917
1827.mp3,3.9869,3.5122,3.7494,3.2908,2.7349
960.mp3,4.5706,4.7441,4.8606,4.7533,4.8311
114.mp3,1.8061,1.2279,2.2896,1.6047,2.6196
527.mp3,1.6997,1.7195,1.767,1.3472,1.3317
1767.mp3,2.1519,2.0239,1.9091,1.9642,2.008
2239.mp3,4.4844,4.0077,4.224,4.2746,3.7026
1738.mp3,4.2898,4.2947,4.4933,4.3018,4.0799
2180.mp3,4.4525,4.2649,4.3656,4.2767,4.0867
1087.mp3,3.4067,3.2577,3.3731,3.2253,3.2128
237.mp3,3.3124,2.9273,2.9163,3.0336,2.8885
521.mp3,1.7385,2.0029,2.2156,1.7692,2.0203
1073.mp3,1.4991,1.5347,1.4538,1.321,1.549
1256.mp3,2.2628,1.8257,1.3393,1.5529,1.8163
1683.mp3,3.0306,2.2892,2.5702,2.345,2.3752
30.mp3,2.9782,3.3661,3.3267,3.5873,3.2667
2327.mp3,3.0804,2.5482,2.8068,2.6027,2.305
1074.mp3,4.61,4.7085,4.5974,4.7382,4.7526
1981.mp3,4.2482,4.0743,3.9683,3.7898,4.2477
2262.mp3,4.5288,4.7274,4.7174,4.7118,4.7101
985.mp3,2.2232,2.0229,1.7439,1.8332,1.5555
470.mp3,4.5044,4.4916,4.4767,4.5096,4.2726
2348.mp3,4.2877,3.9025,3.9643,3.8436,4.0796
1420.mp3,4.4636,4.3332,4.4859,4.2457,4.2327
1875.mp3,4.8522,4.8344,4.8521,4.7443,4.8188
688.mp3,1.7428,1.5215,1.2908,1.5171,1.5445
2241.mp3,4.5362,4.5294,4.6969,4.5201,4.0356
2340.mp3,1.7756,1.6385,1.6589,1.4991,1.7503
1922.mp3,1.7946,1.7237,1.7279,1.7287,1.5344
1016.mp3,4.0467,3.7716,4.2449,4.28,4.0204
2065.mp3,3.9417,3.2334,3.6465,3.7545,2.9149
310.mp3,4.0522,3.9548,4.0251,3.9443,3.8629
374.mp3,2.6997,2.7152,2.6067,3.1796,2.9307
986.mp3,4.698,4.5143,4.4336,4.5042,4.2374
1055.mp3,4.2591,4.2509,4.456,4.273,4.2077
1308.mp3,4.5581,4.1489,4.5035,4.3192,4.319
1068.mp3,2.2859,2.1739,2.4162,2.0135,2.1566
1195.mp3,1.744,1.5334,1.7582,1.5409,1.7678
370.mp3,3.0184,3.1911,2.8957,3.8625,3.3649
2279.mp3,2.7164,2.6004,2.2517,2.3095,2.2895
185.mp3,4.0723,3.752,3.698,4.1581,3.8094
973.mp3,4.5432,4.2689,4.4733,4.6913,4.4755
868.mp3,4.5383,4.3893,4.5112,4.5273,4.5269
1001.mp3,3.4468,3.0094,3.4776,2.9751,3.4777
282.mp3,1.4802,1.2072,1.2773,1.1709,1.2933
1299.mp3,4.4944,4.4878,4.4604,4.4814,4.2713
2136.mp3,2.4647,1.7609,1.9454,1.7442,1.5192
243.mp3,1.1648,1.1357,1.1316,1.1589,1.1722
1994.mp3,4.4836,4.1977,4.4728,4.2219,4.2353
1425.mp3,2.9955,2.2929,2.5039,3.0513,2.3033
2247.mp3,3.8409,3.364,3.6672,3.54,3.3165
311.mp3,2.7774,2.8275,2.4543,2.4875,2.8677
2093.mp3,4.5312,4.3346,4.2892,4.5271,4.0984
2070.mp3,2.1897,1.7684,1.7512,1.7919,1.8236
2368.mp3,2.4309,2.2879,2.2463,2.2558,1.965
1749.mp3,2.3101,1.7532,1.7547,2.0427,1.7099
327.mp3,3.4678,3.4029,2.698,3.0821,3.0116
81.mp3,3.8567,2.9575,2.889,3.0366,3.3047
2024.mp3,2.0291,1.7972,1.5392,1.5688,1.7874
1745.mp3,2.2506,1.5651,1.7482,2.0093,1.7667
161.mp3,3.7105,3.2096,3.6376,3.8576,3.3708
2377.mp3,1.9892,1.7583,1.5195,2.0282,1.8101
1970.mp3,4.6817,4.2623,4.4431,4.2575,3.6951
1763.mp3,4.5197,4.278,4.48,4.0653,4.3055
1716.mp3,2.9645,2.9689,2.7309,2.7749,2.6933
701.mp3,4.546,4.5445,4.5518,4.5239,4.5205
1599.mp3,2.7655,2.8177,2.7585,2.7405,2.2437
553.mp3,4.2768,3.9968,3.6914,3.3216,3.7618
1968.mp3,4.2414,3.7847,3.7125,3.7791,3.485
1921.mp3,4.4697,4.0477,4.2178,3.9913,3.7062
1131.mp3,4.0244,3.7756,4.0158,3.7814,3.7105
1523.mp3,4.8286,4.7005,4.8245,4.6817,4.4915
396.mp3,3.7674,3.6019,3.3708,3.6289,3.3171
833.mp3,2.0755,1.5913,1.8454,1.3418,1.5776
1056.mp3,2.9131,2.9104,2.8644,3.1271,2.8434
375.mp3,3.2505,3.2781,3.0161,3.5386,3.3904
1236.mp3,2.4934,2.2503,2.1625,2.1464,2.0836
879.mp3,2.2711,1.7782,1.4991,1.5521,2.0172
690.mp3,4.8666,4.7689,4.7463,4.852,4.8475
419.mp3,3.3253,2.8654,3.2333,2.8229,2.4894
914.mp3,2.508,2.0931,2.799,1.8361,2.3699
736.mp3,3.4406,3.0674,3.2218,3.1148,2.9532
6.mp3,3.8002,3.6444,3.4048,3.568,4.1729
731.mp3,3.7297,3.2033,3.9205,3.4717,3.6919
339.mp3,3.6042,3.0832,3.0066,3.4291,3.1805
1963.mp3,4.5186,4.2566,4.6827,4.216,3.9973
2172.mp3,4.5373,4.5438,4.7028,4.499,4.3069
903.mp3,3.399,2.4594,2.8141,2.9026,3.2161
1946.mp3,3.2958,2.6321,2.7874,3.0519,2.2794
2311.mp3,3.7331,3.7759,3.9614,3.8152,3.8305
1809.mp3,2.375,1.9592,1.9752,2.0332,1.9942
415.mp3,4.549,4.372,4.2964,4.057,4.0736
1940.mp3,3.5591,3.4226,3.3647,3.4146,3.1666
1897.mp3,2.5124,2.0608,2.3823,2.3191,2.3281
1300.mp3,4.2138,4.1815,4.6671,3.962,3.9248
2141.mp3,4.5163,4.2957,4.7209,4.5306,4.8151
945.mp3,4.7322,4.7141,4.7238,4.7245,4.3071
382.mp3,3.0187,2.7627,3.1228,3.2072,3.0763
1746.mp3,4.4625,3.8449,4.4732,4.0063,3.805
517.mp3,4.4803,4.2583,4.1998,4.4863,4.2537
2082.mp3,4.1355,3.9431,4.1228,3.8943,3.9228
1359.mp3,4.6854,4.5364,4.4985,4.4735,4.4699
